,0.5,1.0
24.497991967871485,-60.55961668606479,-60.106478588421055
24.698795180722893,-60.474976829442234,-60.02395167789885
24.899598393574298,-60.39078200516043,-59.94186001509436
25.100401606425702,-60.30703543045385,-59.86017228808773
25.301204819277107,-60.22370662026873,-59.778916104409625
25.502008032128515,-60.14081667175621,-59.698085299046475
25.70281124497992,-60.05836842317683,-59.61765619460879
25.903614457831324,-59.976350952824745,-59.53764429696993
26.104417670682732,-59.894759003916356,-59.45804891146979
26.305220883534137,-59.81357708923693,-59.37885221163275
26.50602409638554,-59.732819057800235,-59.30006410777473
26.706827309236946,-59.65248122854253,-59.22168303760544
26.907630522088354,-59.57255941198208,-59.14369215985495
27.10843373493976,-59.49304961125507,-59.0661018482447
27.309236947791163,-59.41393623240994,-58.98891017293136
27.51004016064257,-59.33502071226126,-58.91210324896302
27.710843373493976,-59.25644290268896,-58.83568834760146
27.91164658634538,-59.17827058960957,-58.75966094271979
28.11244979919679,-59.1004966384017,-58.68397173500788
28.313253012048193,-59.02312065421875,-58.60865349491258
28.514056224899598,-58.94613082172796,-58.53371585732258
28.714859437751002,-58.869379316374854,-58.45911917856431
28.91566265060241,-58.792969640956436,-58.384888808624154
29.116465863453815,-58.716950009424245,-58.3110299287332
29.31726907630522,-58.641303273551046,-58.23748309418137
29.518072289156628,-58.566037090221386,-58.16428805285694
29.718875502008032,-58.491145197552726,-58.09145817567006
29.919678714859437,-58.416510436911814,-58.01894400354986
30.120481927710845,-58.34221425128558,-57.94677786308525
30.32128514056225,-58.268292970111965,-57.87496891210125
30.522088353413654,-58.19471970006252,-57.803456038399645
30.72289156626506,-58.121509647741895,-57.732121020108224
30.923694779116467,-58.04866149744382,-57.66105214840878
31.12449799196787,-57.97607801981452,-57.59033411974878
31.325301204819276,-57.903826301210664,-57.51991429154431
31.526104417670684,-57.83193498946582,-57.4497038714987
31.72690763052209,-57.760369697379446,-57.37977111612425
31.927710843373493,-57.68911281636541,-57.31016288517909
32.1285140562249,-57.61818479728093,-57.240851340588016
32.329317269076306,-57.54753544209058,-57.171773135032495
32.53012048192771,-57.47720078773199,-57.10297456228032
32.730923694779115,-57.40718014082083,-57.034488567276405
32.93172690763052,-57.33746503433037,-56.96629751298612
33.132530120481924,-57.26805401897181,-56.89834250132396
33.333333333333336,-57.198955219485526,-56.83066644527922
33.53413654618474,-57.13011675255969,-56.76329477347924
33.734939759036145,-57.061576058797485,-56.696212154855566
33.93574297188755,-56.993340620411885,-56.62937260121249
34.136546184738954,-56.92539999816964,-56.56281098711685
34.33734939759036,-56.85773885244552,-56.496536977715444
34.53815261044177,-56.790373497914636,-56.430545937477596
34.738955823293175,-56.72327235344489,-56.36480362902094
34.93975903614458,-56.65645893683448,-56.299335087713175
35.140562248995984,-56.589927536807856,-56.23414483574277
35.34136546184739,-56.52367901346553,-56.16923243891352
35.54216867469879,-56.45770454859689,-56.10456520021246
35.7429718875502,-56.39201488458876,-56.04016710747993
35.94377510040161,-56.32657874118746,-55.976040559895466
36.144578313253014,-56.26141929626125,-55.91218538533777
36.34538152610442,-56.19653348908935,-55.84857449815402
36.54618473895582,-56.131921837712056,-55.78522859490005
36.74698795180723,-56.06756999547326,-55.72214346694521
36.94779116465863,-56.00349159213655,-55.659323475211686
37.14859437751004,-55.93966445075231,-55.59674700544135
37.34939759036145,-55.876105389122195,-55.534430216656204
37.55020080321285,-55.812805609950914,-55.47236705770889
37.75100401606426,-55.7497705066854,-55.41056355485692
37.95180722891566,-55.68683756093104,-55.348998631121916
38.15261044176707,-55.62414253372139,-55.28768808657906
38.35341365461847,-55.56171149338081,-55.2266255168896
38.554216867469876,-55.499523063045295,-55.165816642791356
38.75502008032129,-55.43759339455807,-55.105213578020106
38.95582329317269,-55.375914618818264,-55.04485491912055
39.1566265060241,-55.314492119265864,-54.9847407516329
39.3574297188755,-55.2532025509464,-54.92487136579637
39.558232931726906,-55.192148509880006,-54.86521273339213
39.75903614457831,-55.13134740607553,-54.805793276803975
39.95983935742972,-55.07078507350333,-54.74661410487539
40.16064257028113,-55.01046164857532,-54.68765151199387
40.36144578313253,-54.9503807645527,-54.62889899397864
40.562248995983936,-54.89054635700649,-54.57038198223644
40.76305220883534,-54.830868761245256,-54.51209858712134
40.963855421686745,-54.771414362415356,-54.45403043764926
41.16465863453815,-54.71220271711606,-54.396173189541855
41.36546184738956,-54.65322378684991,-54.33854733919088
41.566265060240966,-54.59447192064498,-54.28102123536596
41.76706827309237,-54.53594818283927,-54.22368269939966
41.967871485943775,-54.47766160208598,-54.16655515698893
42.16867469879518,-54.41954648749683,-54.1096390295822
42.369477911646584,-54.36164667772092,-54.05294827354308
42.57028112449799,-54.30397534512014,-53.99637962986439
42.7710843373494,-54.24653015549088,-53.9400014530218
42.971887550200805,-54.18927507076066,-53.8838336715588
43.17269076305221,-54.13223216034617,-53.827863867134965
43.373493975903614,-54.07541367176647,-53.77211137323814
43.57429718875502,-54.0187719155487,-53.71649861497264
43.77510040160642,-53.96234216717989,-53.66107818123559
43.975903614457835,-53.906108967700476,-53.6058585438541
44.17670682730924,-53.850087193398615,-53.55083434633007
44.377510040160644,-53.79425545771393,-53.49602296613984
44.57831325301205,-53.73862680316972,-53.44135495208145
44.77911646586345,-53.683214826681635,-53.386877955262264
44.97991967871486,-53.62796602072519,-53.332595549464415
45.18072289156626,-53.57291879950862,-53.2785064627315
45.381526104417674,-53.51806396954523,-53.22462002968245
45.58232931726908,-53.4634110528767,-53.17088488512776
45.78313253012048,-53.4089487033157,-53.11734064282591
45.98393574297189,-53.35466956588323,-53.063979694273186
46.18473895582329,-53.300595086235184,-53.01080850349274
46.3855421686747,-53.24668720280033,-52.95783252932099
46.5863453815261,-53.19297355198082,-52.90501375835925
46.78714859437751,-53.13944970767964,-52.8523807284396
46.98795180722892,-53.08611013964753,-52.79992610721685
47.18875502008032,-53.032956198397834,-52.74765906995338
47.389558232931726,-52.97998068665376,-52.695576467488216
47.59036144578313,-52.92720077219248,-52.64365416161646
47.791164658634536,-52.874590087529995,-52.591913437767
47.99196787148594,-52.82215951844519,-52.540347531909156
48.19277108433735,-52.769912763926555,-52.48896382478734
48.393574297188756,-52.7178440211781,-52.437758475125676
48.59437751004016,-52.665956496257735,-52.38671608097419
48.795180722891565,-52.614244188037624,-52.335848043285566
48.99598393574297,-52.56271373112772,-52.285151223768494
49.196787148594375,-52.51126017694449,-52.234632066243186
49.397590361445786,-52.45995963920032,-52.18428646289947
49.59839357429719,-52.4088330835681,-52.13410308256516
49.799196787148595,-52.3578849898231,-52.084089606930064
50.0,-52.307110203855416,-52.03424488656713
